Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,No,1203,Software,1,1,Marketing,1,7169,1,Female,65,2,1,Manager,1,Single,14903.0,104321.0,3,Y,No,48,4,3,80,4,12,2,3,1,1,1,1
41,No,No,692,Human Resources,1,4,Life Sciences,1,2029,1,Female,91,1,4,Research Director,3,Married,45344.0,226720.0,4,Y,Yes,24,4,2,80,1,18,1,4,1,1,1,1
37,No,No,1239,Sales,14,1,Other,1,8425,3,Female,61,3,4,Laboratory Technician,3,Divorced,28205.0,817945.0,1,Y,No,1,4,3,80,1,13,2,1,13,7,5,12
59,No,Yes,1032,Software,26,5,Life Sciences,1,1467,1,Male,115,3,2,Manufacturing Director,3,Married,46985.0,516835.0,0,Y,No,6,4,2,80,3,28,3,3,21,3,5,9
41,Yes,Yes,651,Human Resources,13,4,Other,1,3783,1,Female,151,4,4,Developer,4,Single,24121.0,554783.0,0,Y,No,1,1,1,80,4,8,3,1,5,5,2,5
36,Yes,Yes,1480,Support,27,2,Medical,1,7011,4,Female,43,1,1,Laboratory Technician,1,Single,36792.0,772632.0,4,Y,No,36,4,4,80,3,32,1,4,4,2,1,3
41,Yes,No,129,Software,21,3,Medical,1,3902,3,Female,129,2,4,Sales Representative,3,Single,10324.0,154860.0,5,Y,Yes,0,4,1,80,3,10,6,2,1,1,1,1
30,Yes,Yes,1337,Research & Development,42,4,Life Sciences,1,5479,3,Female,95,4,1,Research Director,3,Married,35292.0,776424.0,2,Y,Yes,42,1,3,80,3,8,1,2,1,1,1,1
53,No,Yes,1435,Sales,50,5,Marketing,1,1204,3,Female,59,2,4,Research Scientist,1,Married,29186.0,642092.0,8,Y,Yes,32,1,3,80,1,15,3,1,15,2,2,3
48,Yes,Yes,955,Support,19,3,Technical Degree,1,1423,2,Male,94,3,3,Laboratory Technician,4,Single,50046.0,300276.0,2,Y,No,14,1,2,80,4,31,3,4,13,7,2,10
52,Yes,Yes,263,Hardware,24,2,Life Sciences,1,4697,1,Female,129,3,5,Research Director,2,Divorced,14497.0,347928.0,4,Y,Yes,38,1,3,80,2,4,5,1,3,2,1,3
23,Yes,Yes,750,Software,42,5,Technical Degree,1,6093,3,Male,89,2,1,Healthcare Representative,1,Divorced,12985.0,64925.0,2,Y,No,12,3,1,80,1,38,4,3,11,5,1,8
21,Yes,Yes,1434,Research & Development,4,4,Medical,1,7221,1,Male,34,3,1,Sales Representative,1,Divorced,3163.0,18978.0,3,Y,Yes,49,1,3,80,2,33,6,1,1,1,1,1
48,No,Yes,483,Hardware,20,1,Life Sciences,1,193,3,Male,108,2,2,Sales Representative,3,Single,13322.0,106576.0,3,Y,No,36,4,1,80,1,1,4,4,1,1,1,1
33,No,No,696,Support,45,2,Medical,1,9912,4,Female,59,2,4,Human Resources,3,Married,48527.0,1261702.0,3,Y,No,33,1,1,80,3,23,2,2,14,3,1,2
59,Yes,Yes,137,Hardware,36,4,Other,1,1095,1,Female,76,4,2,Laboratory Technician,3,Single,7136.0,121312.0,4,Y,Yes,33,3,3,80,4,26,6,1,13,6,4,3
57,Yes,Yes,1464,Research & Development,45,3,Marketing,1,1526,3,Male,96,1,5,Human Resources,4,Divorced,2476.0,2476.0,2,Y,No,25,2,2,80,4,16,5,3,7,1,4,4
56,No,No,146,Research & Development,38,1,Life Sciences,1,2401,2,Male,109,3,5,Manufacturing Director,4,Single,39076.0,898748.0,7,Y,Yes,29,4,1,80,4,23,4,3,22,5,16,1
57,Yes,No,1231,Research & Development,7,1,Other,1,3957,2,Male,108,1,5,Healthcare Representative,4,Married,48649.0,1021629.0,1,Y,Yes,5,3,1,80,3,35,3,4,22,1,19,21
59,Yes,Yes,460,Sales,22,3,Technical Degree,1,1124,3,Male,111,3,3,Developer,2,Single,7391.0,177384.0,3,Y,No,6,1,2,80,2,23,1,1,6,3,5,5
29,No,Yes,612,Hardware,7,5,Life Sciences,1,7850,2,Male,69,4,1,Manager,3,Divorced,50692.0,1470068.0,6,Y,No,16,1,1,80,1,24,1,1,13,13,4,6
41,Yes,Yes,793,Research & Development,12,3,Marketing,1,4642,2,Male,172,4,5,Sales Executive,3,Single,20916.0,585648.0,8,Y,Yes,29,3,3,80,4,15,3,1,2,1,2,2
21,No,Yes,1482,Research & Development,6,4,Marketing,1,6274,3,Female,71,3,1,Manufacturing Director,2,Divorced,1496.0,7480.0,8,Y,No,16,2,1,80,1,33,2,2,3,1,2,2
36,No,Yes,1355,Software,2,1,Marketing,1,283,4,Male,131,4,4,Manufacturing Director,4,Married,30336.0,515712.0,8,Y,No,34,3,2,80,3,15,3,3,15,8,13,1
53,Yes,Yes,197,Support,41,2,Human Resources,1,9063,2,Female,53,2,3,Research Director,2,Single,41989.0,1217681.0,5,Y,Yes,40,2,3,80,3,10,4,4,5,5,3,2
42,No,Yes,284,Hardware,26,4,Other,1,8459,2,Female,154,2,4,Laboratory Technician,4,Divorced,6055.0,139265.0,1,Y,No,18,4,4,80,2,31,1,2,30,25,27,2
55,No,Yes,1370,Sales,40,1,Technical Degree,1,3912,3,Male,83,3,5,Developer,2,Divorced,50840.0,1372680.0,6,Y,Yes,5,1,2,80,2,17,1,4,12,1,4,3
21,No,Yes,360,Support,6,1,Other,1,2522,2,Male,47,2,1,Sales Representative,1,Single,32288.0,548896.0,4,Y,Yes,18,2,2,80,4,38,4,1,29,28,14,19
32,No,No,145,Hardware,49,1,Other,1,9885,1,Male,71,4,1,Research Scientist,1,Married,33022.0,264176.0,1,Y,No,22,3,3,80,4,22,5,4,17,11,13,2
39,No,Yes,810,Research & Development,50,1,Other,1,5589,3,Female,101,2,5,Manufacturing Director,2,Married,12374.0,49496.0,0,Y,No,6,1,4,80,1,30,6,2,13,5,9,4
43,Yes,No,322,Hardware,5,3,Technical Degree,1,3648,3,Female,80,1,2,Manufacturing Director,1,Married,49404.0,1482120.0,8,Y,No,44,3,4,80,1,31,4,4,15,10,15,14
35,No,Yes,1353,Hardware,39,2,Life Sciences,1,7131,3,Male,122,3,5,Healthcare Representative,1,Divorced,30947.0,309470.0,1,Y,No,25,1,4,80,1,26,6,2,10,2,1,6
48,Yes,Yes,625,Research & Development,14,1,Medical,1,2303,2,Male,147,1,3,Developer,3,Divorced,19104.0,152832.0,4,Y,No,19,2,3,80,1,24,2,1,14,1,5,7
60,No,Yes,1201,Software,41,4,Marketing,1,1707,3,Male,167,2,3,Laboratory Technician,3,Divorced,19916.0,238992.0,6,Y,Yes,35,4,3,80,4,11,6,3,6,5,1,4
23,No,Yes,483,Support,16,2,Technical Degree,1,3750,3,Male,189,2,4,Sales Executive,2,Single,30254.0,30254.0,3,Y,Yes,47,1,4,80,3,36,4,2,6,4,1,4
39,No,No,260,Research & Development,6,5,Life Sciences,1,2473,4,Female,145,1,4,Manager,1,Single,35929.0,1077870.0,4,Y,Yes,6,3,3,80,4,22,4,2,12,4,9,3
23,Yes,Yes,962,Software,14,4,Marketing,1,7998,4,Female,149,4,1,Sales Representative,1,Married,47909.0,1437270.0,7,Y,Yes,45,4,3,80,4,8,5,3,7,3,3,1
22,Yes,Yes,1189,Research & Development,9,5,Human Resources,1,8428,4,Female,34,3,5,Developer,3,Married,1431.0,20034.0,0,Y,Yes,15,4,2,80,1,28,1,3,26,25,3,15
27,Yes,No,728,Hardware,26,4,Other,1,8662,2,Female,163,2,1,Research Scientist,1,Married,28379.0,312169.0,5,Y,No,3,1,4,80,3,32,5,4,20,18,10,11
35,Yes,Yes,973,Hardware,9,4,Other,1,6631,2,Female,145,4,2,Sales Executive,2,Divorced,4339.0,69424.0,8,Y,Yes,45,3,2,80,1,1,2,2,1,1,1,1
45,No,Yes,1221,Support,27,4,Other,1,786,1,Male,105,4,1,Developer,3,Single,13088.0,104704.0,1,Y,No,22,3,4,80,1,16,6,1,4,3,1,3
39,No,Yes,678,Software,27,5,Technical Degree,1,2398,4,Male,150,3,4,Sales Representative,1,Divorced,46651.0,559812.0,6,Y,No,32,1,4,80,2,16,1,1,13,11,13,8
56,No,Yes,275,Hardware,3,3,Life Sciences,1,333,3,Male,159,2,5,Research Scientist,2,Single,9170.0,247590.0,4,Y,No,11,3,1,80,2,30,6,2,11,7,1,9
54,Yes,Yes,1085,Software,21,4,Marketing,1,9896,1,Male,167,3,4,Manager,3,Married,18066.0,252924.0,3,Y,Yes,10,1,1,80,1,19,4,3,19,6,1,7
43,No,No,323,Hardware,39,1,Life Sciences,1,5101,3,Male,35,3,3,Human Resources,1,Married,27768.0,222144.0,8,Y,No,13,3,4,80,3,30,2,1,13,1,2,2
50,Yes,Yes,1489,Software,22,1,Other,1,8603,4,Female,108,3,3,Research Scientist,3,Divorced,23501.0,611026.0,2,Y,No,29,3,4,80,2,18,5,2,9,4,7,1
46,Yes,Yes,264,Support,30,3,Marketing,1,6410,1,Female,54,4,1,Laboratory Technician,3,Divorced,16020.0,368460.0,2,Y,Yes,42,4,1,80,3,23,6,2,6,2,5,6
60,No,Yes,293,Hardware,13,4,Life Sciences,1,9495,3,Female,109,2,2,Manufacturing Director,1,Divorced,9961.0,239064.0,4,Y,No,31,1,3,80,2,2,6,1,2,2,2,2
26,No,Yes,1062,Human Resources,19,2,Life Sciences,1,9264,3,Female,170,2,5,Sales Executive,1,Divorced,33092.0,496380.0,8,Y,Yes,17,3,3,80,1,8,2,1,8,7,2,5
54,Yes,Yes,1401,Hardware,30,5,Other,1,2360,1,Male,69,4,2,Sales Representative,3,Divorced,33089.0,496335.0,3,Y,Yes,43,4,3,80,4,11,4,4,2,1,1,2
44,Yes,Yes,562,Human Resources,37,4,Marketing,1,712,4,Male,146,1,4,Healthcare Representative,3,Married,37404.0,187020.0,5,Y,No,12,4,1,80,3,4,5,4,1,1,1,1
42,No,No,104,Research & Development,9,1,Medical,1,623,1,Male,195,2,2,Manufacturing Director,2,Single,45173.0,1355190.0,4,Y,No,36,3,3,80,4,9,5,3,5,5,5,4
51,No,No,672,Sales,30,4,Medical,1,4804,4,Female,138,1,4,Manager,3,Single,28165.0,478805.0,1,Y,Yes,20,4,4,80,3,5,1,4,1,1,1,1
50,No,Yes,734,Support,25,4,Medical,1,7538,1,Female,171,3,2,Human Resources,3,Single,30256.0,574864.0,8,Y,No,35,1,2,80,4,14,4,1,9,6,3,5
57,No,Yes,168,Software,35,1,Technical Degree,1,4301,1,Male,153,1,1,Research Scientist,4,Single,33165.0,994950.0,5,Y,Yes,44,2,1,80,3,37,2,1,18,11,6,17
45,No,Yes,994,Human Resources,39,3,Marketing,1,7890,1,Male,53,4,4,Sales Representative,2,Married,15503.0,186036.0,8,Y,No,28,2,2,80,3,12,2,4,8,1,4,6
22,Yes,Yes,897,Support,24,3,Medical,1,5748,3,Male,176,2,3,Healthcare Representative,2,Single,31998.0,927942.0,8,Y,No,45,3,3,80,1,13,4,2,8,2,1,6
53,No,Yes,443,Support,41,1,Human Resources,1,7732,4,Female,168,2,2,Developer,3,Single,8061.0,112854.0,2,Y,Yes,48,4,4,80,1,14,2,3,14,11,7,11
45,Yes,Yes,849,Human Resources,23,1,Other,1,2342,4,Female,108,4,4,Sales Representative,3,Single,45031.0,900620.0,8,Y,No,17,2,1,80,2,39,5,3,31,31,15,25
51,Yes,Yes,522,Research & Development,48,3,Technical Degree,1,9152,1,Female,86,2,1,Manager,3,Married,18059.0,36118.0,2,Y,Yes,19,2,3,80,2,6,5,4,3,1,3,2
26,Yes,Yes,1375,Research & Development,50,5,Other,1,6237,1,Female,170,1,2,Developer,1,Single,19310.0,173790.0,2,Y,Yes,24,4,2,80,3,11,6,1,7,7,2,7
30,Yes,No,998,Research & Development,14,3,Marketing,1,1943,2,Male,140,4,3,Developer,4,Divorced,32641.0,293769.0,3,Y,No,36,1,4,80,2,34,2,3,14,4,14,7
36,Yes,No,419,Sales,38,5,Human Resources,1,2431,3,Male,171,3,5,Laboratory Technician,4,Divorced,17622.0,458172.0,0,Y,No,22,3,4,80,4,3,1,3,3,3,2,3
51,Yes,Yes,1077,Hardware,24,4,Technical Degree,1,787,4,Female,119,1,5,Human Resources,4,Single,34664.0,866600.0,1,Y,No,8,3,2,80,3,20,3,4,4,2,3,1
43,No,Yes,1492,Software,8,1,Medical,1,3913,3,Male,48,2,4,Laboratory Technician,4,Married,37065.0,593040.0,1,Y,No,2,3,2,80,1,18,5,3,3,2,1,3
22,No,No,394,Sales,44,5,Medical,1,2583,2,Female,58,4,5,Human Resources,1,Married,3637.0,43644.0,8,Y,No,3,4,3,80,4,24,1,3,9,6,5,3
36,Yes,No,657,Software,12,3,Human Resources,1,8540,4,Male,174,4,4,Healthcare Representative,2,Divorced,14378.0,230048.0,2,Y,Yes,10,2,1,80,2,22,1,2,3,1,1,2
31,Yes,No,1328,Hardware,22,4,Marketing,1,5055,3,Male,30,3,2,Manufacturing Director,3,Single,28916.0,809648.0,6,Y,Yes,43,3,3,80,3,30,5,4,13,3,11,10
55,Yes,Yes,968,Support,8,1,Human Resources,1,8754,4,Male,82,3,4,Sales Executive,4,Married,3679.0,55185.0,5,Y,Yes,27,2,4,80,3,9,3,3,5,3,4,3
29,No,No,995,Hardware,46,2,Life Sciences,1,5566,3,Female,107,2,2,Laboratory Technician,3,Divorced,4988.0,59856.0,1,Y,Yes,4,1,1,80,1,18,4,1,6,4,2,1
33,Yes,Yes,178,Software,47,1,Other,1,2156,2,Male,42,2,3,Research Director,1,Divorced,37387.0,336483.0,4,Y,No,35,2,1,80,1,7,6,3,1,1,1,1
28,No,Yes,1437,Human Resources,27,3,Marketing,1,6790,3,Female,42,3,3,Laboratory Technician,4,Married,19505.0,546140.0,7,Y,No,31,3,1,80,2,35,2,4,29,6,1,19
46,No,Yes,272,Support,2,2,Other,1,2962,3,Male,84,2,2,Manufacturing Director,2,Married,3862.0,30896.0,8,Y,Yes,5,3,4,80,2,39,3,2,32,26,9,18
50,Yes,No,366,Support,45,1,Technical Degree,1,1148,1,Male,167,4,1,Developer,3,Divorced,13741.0,54964.0,8,Y,Yes,16,1,2,80,4,39,6,4,28,16,4,16
30,Yes,Yes,949,Software,43,4,Technical Degree,1,8147,2,Female,45,1,5,Research Scientist,2,Divorced,46931.0,187724.0,1,Y,Yes,12,2,4,80,2,2,3,4,1,1,1,1
44,Yes,No,1155,Hardware,46,4,Medical,1,81,2,Male,147,3,3,Human Resources,3,Single,34395.0,34395.0,8,Y,No,24,3,3,80,3,32,1,1,19,5,15,12
43,No,No,251,Research & Development,10,1,Medical,1,3143,3,Female,74,1,5,Sales Representative,2,Divorced,41431.0,1077206.0,3,Y,No,36,3,4,80,2,37,3,2,30,18,12,29
35,No,No,604,Human Resources,34,3,Medical,1,2670,4,Male,164,3,1,Manager,3,Divorced,17081.0,324539.0,6,Y,No,37,4,4,80,1,3,3,2,3,1,1,1
57,Yes,No,833,Support,4,5,Other,1,3301,2,Male,171,3,3,Laboratory Technician,1,Married,31109.0,528853.0,1,Y,Yes,47,2,4,80,2,16,6,1,10,2,4,9
46,No,Yes,374,Hardware,28,5,Human Resources,1,1872,1,Female,68,1,3,Research Scientist,4,Divorced,31992.0,127968.0,2,Y,Yes,17,2,2,80,2,9,3,3,4,2,3,2
60,No,No,938,Software,26,5,Technical Degree,1,7692,4,Female,159,3,2,Laboratory Technician,4,Married,27221.0,136105.0,1,Y,Yes,30,2,4,80,3,24,2,1,14,10,13,6
40,No,No,1156,Support,23,1,Life Sciences,1,4376,1,Male,143,1,5,Research Director,4,Divorced,4575.0,54900.0,0,Y,No,10,2,3,80,4,40,3,2,21,20,9,9
50,No,No,322,Sales,40,4,Other,1,8440,3,Male,138,3,3,Healthcare Representative,4,Divorced,30413.0,152065.0,7,Y,Yes,5,1,4,80,2,30,2,2,23,16,19,3
26,Yes,No,781,Research & Development,26,3,Human Resources,1,6017,3,Male,71,1,1,Sales Representative,3,Married,10037.0,301110.0,5,Y,Yes,30,2,4,80,3,35,2,3,16,4,2,11
21,Yes,No,303,Hardware,38,3,Marketing,1,1667,2,Male,58,4,4,Developer,2,Married,23160.0,393720.0,6,Y,No,47,3,1,80,4,19,1,1,14,5,5,3
38,No,Yes,1068,Software,45,4,Other,1,5576,4,Female,51,1,4,Manufacturing Director,4,Divorced,44726.0,1252328.0,6,Y,Yes,8,2,4,80,4,40,5,4,27,23,14,12
30,No,Yes,908,Sales,29,1,Technical Degree,1,4457,1,Male,135,3,5,Research Scientist,3,Married,49712.0,1491360.0,8,Y,Yes,29,3,2,80,4,36,4,4,1,1,1,1
41,Yes,Yes,1207,Software,6,5,Human Resources,1,4748,1,Female,178,3,5,Research Director,3,Married,24935.0,648310.0,3,Y,Yes,0,1,4,80,1,32,3,1,23,10,20,10
36,No,Yes,467,Human Resources,43,1,Medical,1,4109,4,Female,85,3,4,Healthcare Representative,3,Married,9361.0,177859.0,2,Y,No,24,2,2,80,3,9,6,2,4,4,4,3
28,Yes,Yes,1240,Software,18,5,Medical,1,2216,3,Female,193,2,4,Manufacturing Director,2,Single,28514.0,256626.0,4,Y,No,25,2,1,80,1,7,1,1,1,1,1,1
36,No,Yes,420,Research & Development,24,2,Life Sciences,1,6857,2,Female,61,3,1,Sales Representative,1,Married,37399.0,523586.0,3,Y,No,6,3,2,80,4,16,1,4,1,1,1,1
39,No,Yes,868,Sales,18,1,Life Sciences,1,8772,2,Male,127,3,2,Healthcare Representative,1,Divorced,2384.0,52448.0,6,Y,Yes,15,2,2,80,3,19,6,3,13,1,5,8
20,Yes,Yes,1467,Software,30,3,Human Resources,1,9393,3,Female,111,2,3,Sales Executive,3,Divorced,50442.0,1361934.0,8,Y,Yes,26,2,1,80,3,36,3,2,28,16,27,11
38,Yes,No,963,Software,23,5,Technical Degree,1,107,1,Female,197,1,1,Research Director,1,Married,37480.0,712120.0,2,Y,Yes,3,3,4,80,4,11,2,2,11,11,9,7
32,Yes,Yes,286,Human Resources,48,3,Medical,1,600,1,Female,185,3,1,Research Director,1,Married,9698.0,135772.0,7,Y,No,6,2,1,80,3,38,5,3,1,1,1,1
18,Yes,Yes,1213,Support,28,3,Life Sciences,1,7714,2,Female,97,4,1,Research Director,3,Married,21712.0,130272.0,1,Y,Yes,6,2,3,80,3,16,5,3,3,3,2,2
30,No,Yes,1497,Software,21,3,Other,1,8550,3,Female,156,4,3,Developer,1,Married,18824.0,395304.0,3,Y,Yes,34,4,2,80,4,6,6,1,2,1,2,2
34,No,No,1106,Software,36,3,Medical,1,3843,2,Female,172,2,5,Healthcare Representative,1,Married,39965.0,679405.0,5,Y,Yes,32,2,1,80,2,18,6,2,3,3,3,2
50,No,Yes,869,Human Resources,35,2,Medical,1,4970,3,Female,166,4,1,Sales Representative,2,Married,11194.0,335820.0,6,Y,Yes,36,1,3,80,3,39,5,4,19,17,5,12
44,Yes,No,1227,Sales,29,3,Human Resources,1,6156,4,Female,140,2,2,Manager,3,Divorced,4374.0,17496.0,4,Y,No,23,4,1,80,4,15,4,2,5,3,1,4
54,No,Yes,556,Sales,11,2,Life Sciences,1,3731,4,Male,83,2,1,Healthcare Representative,2,Divorced,45908.0,780436.0,5,Y,Yes,33,4,3,80,3,23,5,3,7,6,3,4
29,Yes,No,777,Support,2,3,Technical Degree,1,9029,4,Male,189,4,3,Laboratory Technician,1,Single,31229.0,156145.0,4,Y,Yes,21,4,2,80,2,2,3,2,1,1,1,1
58,Yes,Yes,573,Human Resources,25,3,Technical Degree,1,9114,2,Female,65,2,5,Laboratory Technician,4,Married,30341.0,121364.0,4,Y,Yes,26,3,2,80,3,25,4,4,17,17,17,3
53,Yes,Yes,1260,Sales,22,2,Marketing,1,7964,3,Female,118,3,2,Research Director,2,Single,24573.0,393168.0,4,Y,No,8,4,2,80,1,27,6,1,24,20,5,1
25,Yes,Yes,1089,Human Resources,22,3,Medical,1,3988,1,Male,200,3,2,Research Director,1,Divorced,19427.0,213697.0,7,Y,No,28,2,1,80,1,22,2,3,18,5,8,2
55,Yes,Yes,1159,Software,28,1,Human Resources,1,3181,2,Male,71,4,4,Sales Executive,2,Single,22444.0,291772.0,0,Y,Yes,17,1,3,80,2,22,3,4,5,3,1,3
21,No,No,502,Hardware,43,1,Human Resources,1,123,3,Male,173,2,1,Sales Representative,1,Married,49451.0,49451.0,5,Y,No,47,3,1,80,4,17,4,3,17,6,14,17
40,Yes,No,427,Software,36,4,Life Sciences,1,5156,1,Male,166,3,5,Developer,4,Married,9387.0,253449.0,5,Y,No,34,4,2,80,4,26,5,4,7,3,5,1
19,Yes,No,1295,Research & Development,43,5,Medical,1,7344,1,Male,38,1,1,Research Scientist,3,Married,48265.0,1013565.0,0,Y,Yes,13,2,4,80,2,35,1,1,34,3,34,34
49,No,Yes,944,Sales,15,3,Life Sciences,1,4779,1,Female,162,3,5,Research Director,3,Single,33616.0,134464.0,7,Y,Yes,8,1,2,80,4,16,3,2,12,3,4,9
53,No,No,691,Human Resources,20,5,Technical Degree,1,5256,3,Female,47,2,3,Sales Representative,2,Divorced,36795.0,588720.0,3,Y,Yes,35,3,2,80,1,26,2,4,13,10,1,4
21,No,Yes,902,Support,13,4,Life Sciences,1,4712,4,Male,76,3,5,Laboratory Technician,1,Single,28912.0,202384.0,6,Y,No,5,2,3,80,2,35,4,3,22,4,1,10
34,Yes,Yes,424,Software,10,4,Life Sciences,1,2754,1,Female,82,1,1,Sales Representative,3,Single,23142.0,601692.0,8,Y,Yes,40,3,2,80,2,21,4,3,12,9,10,1
36,No,Yes,370,Research & Development,39,5,Life Sciences,1,9311,1,Male,95,2,5,Manufacturing Director,1,Married,38190.0,763800.0,6,Y,No,36,3,3,80,1,5,3,3,1,1,1,1
34,No,Yes,942,Hardware,22,5,Medical,1,7797,1,Female,117,1,4,Research Director,1,Divorced,27437.0,658488.0,3,Y,Yes,15,1,2,80,2,23,5,1,7,7,5,4
42,Yes,Yes,1301,Hardware,12,3,Other,1,9843,1,Male,93,2,4,Manufacturing Director,4,Married,34125.0,989625.0,2,Y,No,29,3,2,80,1,26,3,3,4,3,2,3
21,No,Yes,1055,Research & Development,6,5,Human Resources,1,1893,4,Female,117,4,1,Human Resources,1,Single,2742.0,57582.0,4,Y,Yes,29,2,3,80,4,14,2,3,2,2,2,1
41,No,Yes,1408,Sales,11,4,Technical Degree,1,2935,1,Female,88,4,5,Human Resources,2,Married,22569.0,90276.0,0,Y,Yes,1,4,1,80,4,26,4,4,24,15,15,13
56,Yes,Yes,1203,Human Resources,42,1,Other,1,5217,3,Male,121,2,3,Human Resources,4,Married,4562.0,31934.0,2,Y,Yes,24,4,2,80,4,8,5,3,5,3,5,5
25,Yes,Yes,1301,Research & Development,32,2,Technical Degree,1,859,4,Female,187,3,1,Research Scientist,1,Married,19343.0,309488.0,1,Y,No,12,3,4,80,3,1,4,3,1,1,1,1
37,No,No,593,Sales,11,4,Human Resources,1,4582,3,Female,128,4,2,Sales Executive,4,Divorced,33207.0,763761.0,3,Y,No,29,3,3,80,4,25,2,2,12,12,7,11
54,Yes,Yes,1132,Research & Development,50,1,Human Resources,1,7130,1,Male,109,4,5,Laboratory Technician,4,Divorced,34801.0,382811.0,1,Y,Yes,40,2,2,80,3,18,6,4,13,4,13,8
24,No,No,492,Sales,39,2, ,1,4769,3,Female,157,3,4,Sales Representative,1,Married,27274.0,763672.0,7,Y,Yes,13,2,2,80,1,36,4,2,34,29,27,29
37,No,Yes,466,Support,42,3,Human Resources,1,4037,3,Male,142,3,2,Sales Representative,1,Married,8361.0,16722.0,1,Y,No,42,4,4,80,4,6,3,3,6,3,4,2
26,No,No,888,Software,43,5,Human Resources,1,2832,2,Male,36,3,4,Research Scientist,4,Divorced,12345.0,86415.0,1,Y,Yes,42,1,2,80,3,12,5,4,2,2,1,1
22,No,Yes,306,Support,1,2,Life Sciences,1,5059,3,Female,68,1,3,Human Resources,4,Single,22550.0,518650.0,4,Y,No,6,4,3,80,2,8,3,2,3,3,1,2
45,No,Yes,335,Human Resources,40,2,Human Resources,1,3466,3,Male,89,2,5,Manager,4,Married,20543.0,287602.0,1,Y,No,1,4,2,80,1,28,2,4,3,3,1,1
40,No,Yes,593,Software,6,1,Medical,1,5763,4,Female,60,3,2,Developer,4,Divorced,38431.0,461172.0,8,Y,No,34,1,2,80,1,13,2,2,10,7,6,7
37,No,Yes,480,Support,29,3,Other,1,3012,2,Male,126,4,3,Healthcare Representative,1,Divorced,50802.0,863634.0,0,Y,No,13,2,4,80,2,38,3,1,8,7,1,6
29,Yes,Yes,691,Software,28,3,Medical,1,8863,3,Female,185,4,4,Human Resources,4,Single,28972.0,753272.0,0,Y,Yes,32,4,1,80,4,34,3,4,6,2,6,4
31,No,Yes,399,Support,34,2,Human Resources,1,2104,2,Male,138,4,1,Sales Representative,1,Divorced,43063.0,559819.0,0,Y,No,17,2,1,80,4,27,3,2,15,4,5,4
38,No,No,1213,Human Resources,42,1,Human Resources,1,5713,2,Male,152,3,3,Sales Executive,2,Divorced,15072.0,452160.0,6,Y,Yes,40,4,4,80,2,23,3,3,19,12,8,11
18,No,Yes,507,Human Resources,11,1,Technical Degree,1,4174,2,Female,50,3,4,Sales Executive,1,Single,7774.0,108836.0,2,Y,No,19,1,2,80,1,20,5,3,6,4,6,2
31,No,Yes,303,Research & Development,49,5,Life Sciences,1,3145,1,Female,34,3,4,Sales Representative,3,Divorced,9268.0,185360.0,2,Y,No,35,4,4,80,3,16,6,2,9,8,2,4
54,No,Yes,1466,Software,39,4,Other,1,2758,4,Male,181,1,1,Manager,3,Single,49310.0,1084820.0,6,Y,Yes,10,3,3,80,3,38,1,3,35,33,24,7
34,Yes,No,711,Research & Development,21,3,Other,1,8989,2,Male,96,4,4,Sales Representative,1,Divorced,19699.0,39398.0,5,Y,Yes,16,4,2,80,2,11,2,3,3,1,2,1
39,Yes,Yes,425,Sales,19,4,Marketing,1,3055,3,Male,90,1,1,Healthcare Representative,3,Married,44481.0,622734.0,6,Y,No,25,2,1,80,3,7,3,1,5,2,4,4
24,No,Yes,931,Hardware,3,2,Medical,1,1018,1,Male,93,1,5,Healthcare Representative,4,Divorced,16752.0,452304.0,2,Y,Yes,42,4,3,80,2,15,3,2,9,3,7,1
33,No,Yes,371,Human Resources,24,4,Marketing,1,879,2,Male,38,1,3,Research Scientist,2,Single,29856.0,865824.0,4,Y,Yes,42,1,4,80,1,5,4,3,2,1,1,1
41,Yes,Yes,336,Software,46,4,Human Resources,1,9265,4,Male,57,1,2,Laboratory Technician,2,Divorced,30058.0,721392.0,2,Y,Yes,39,2,4,80,1,28,6,1,17,15,2,1
57,No,No,1406,Hardware,16,1,Medical,1,3865,3,Female,81,3,4,Developer,4,Married,3945.0,74955.0,3,Y,No,49,4,3,80,3,21,2,1,19,11,10,10
29,Yes,No,870,Hardware,41,1,Technical Degree,1,1826,1,Male,103,3,2,Research Scientist,2,Divorced,1826.0,47476.0,6,Y,Yes,29,1,3,80,2,13,6,1,10,5,5,4
49,No,Yes,637,Support,25,1,Other,1,9706,2,Male,80,1,2,Manufacturing Director,4,Single,17415.0,470205.0,1,Y,Yes,13,3,3,80,4,7,1,3,4,3,2,1
34,No,No,1390,Research & Development,39,3,Technical Degree,1,1114,1,Male,76,2,1,Human Resources,2,Married,15212.0,334664.0,5,Y,No,33,2,4,80,2,4,3,1,4,4,3,4
